"start","310260","10413","52132","17 Mar 2011 15:13:40 GMT"
"start","310260","10413","52132","17 Mar 2011 15:20:52 GMT"
"sent","14155091641","4152383435","gmail","17 Mar 2011 15:20:56 GMT"
"sent","14155091641","4152383435","testing","17 Mar 2011 15:20:56 GMT"
"sent","14155091641","4152383435","spamming your phone","17 Mar 2011 15:20:56 GMT"
"sent","14155091641","4152383435","gmail","17 Mar 2011 15:20:59 GMT"
"sent","14155091641","4152383435","testing","17 Mar 2011 15:20:59 GMT"
"sent","14155091641","4152383435","spamming your phone","17 Mar 2011 15:20:59 GMT"
"sent","14155091641","4152383435","i love protests","17 Mar 2011 15:20:59 GMT"
"sent","14155091641","4152383435","yay revolution ","17 Mar 2011 15:20:59 GMT"
"sent","14155091641","4152383435","gmail","17 Mar 2011 15:21:02 GMT"
"sent","14155091641","4152383435","testing","17 Mar 2011 15:21:02 GMT"
"sent","14155091641","4152383435","spamming your phone","17 Mar 2011 15:21:02 GMT"
"sent","14155091641","4152383435","i love protests","17 Mar 2011 15:21:02 GMT"
"sent","14155091641","4152383435","yay revolution ","17 Mar 2011 15:21:02 GMT"
"sent","14155091641","4152383435","gmail","17 Mar 2011 15:21:05 GMT"
"sent","14155091641","4152383435","testing","17 Mar 2011 15:21:05 GMT"
"sent","14155091641","4152383435","spamming your phone","17 Mar 2011 15:21:05 GMT"
"sent","14155091641","4152383435","i love protests","17 Mar 2011 15:21:05 GMT"
"sent","14155091641","4152383435","yay revolution ","17 Mar 2011 15:21:05 GMT"
"sent","14155091641","4152383435","gmail","17 Mar 2011 15:21:08 GMT"
"sent","14155091641","4152383435","testing","17 Mar 2011 15:21:08 GMT"
"sent","14155091641","4152383435","spamming your phone","17 Mar 2011 15:21:08 GMT"
"sent","14155091641","4152383435","i love protests","17 Mar 2011 15:21:08 GMT"
"sent","14155091641","4152383435","yay revolution ","17 Mar 2011 15:21:08 GMT"
"start","310260","10413","52132","17 Mar 2011 15:35:26 GMT"
"start","60202","1103713","52103","26 Mar 2011 16:17:04 GMT"
"sent","","01503228416","macaroons","26 Mar 2011 16:17:10 GMT"
"sent","","01503228416","macaroons","26 Mar 2011 16:17:40 GMT"
"sent","","01503228416","turtle","26 Mar 2011 16:17:40 GMT"
"sent","","01503228416","macaroons","26 Mar 2011 16:18:10 GMT"
"sent","","01503228416","turtle","26 Mar 2011 16:18:10 GMT"
"sent","","01503228416","symptoms","26 Mar 2011 16:18:10 GMT"
"sent","","01503228416","macaroons","26 Mar 2011 16:18:40 GMT"
"sent","","01503228416","turtle","26 Mar 2011 16:18:40 GMT"
"sent","","01503228416","symptoms","26 Mar 2011 16:18:40 GMT"
"sent","","01503228416","further","26 Mar 2011 16:18:40 GMT"
"sent","","01503228416","macaroons","26 Mar 2011 16:19:10 GMT"
"sent","","01503228416","turtle","26 Mar 2011 16:19:10 GMT"
"sent","","01503228416","symptoms","26 Mar 2011 16:19:10 GMT"
"sent","","01503228416","further","26 Mar 2011 16:19:10 GMT"
"sent","","01503228416","truck","26 Mar 2011 16:19:10 GMT"
"sent","","01503228416","macaroons","26 Mar 2011 16:19:43 GMT"
"sent","","01503228416","turtle","26 Mar 2011 16:19:43 GMT"
"sent","","01503228416","symptoms","26 Mar 2011 16:19:43 GMT"
"sent","","01503228416","further","26 Mar 2011 16:19:43 GMT"
"sent","","01503228416","truck","26 Mar 2011 16:19:44 GMT"
"sent","","01503228416","good ","26 Mar 2011 16:19:44 GMT"
"sent","","01503228416","macaroons","26 Mar 2011 16:20:30 GMT"
"sent","","01503228416","turtle","26 Mar 2011 16:20:30 GMT"
"sent","","01503228416","symptoms","26 Mar 2011 16:20:30 GMT"
"sent","","01503228416","further","26 Mar 2011 16:20:30 GMT"
"sent","","01503228416","truck","26 Mar 2011 16:20:30 GMT"
"sent","","01503228416","good ","26 Mar 2011 16:20:30 GMT"
