1|1|+201525549037||1301174435265|0|1|-1|1|0||this is a default list|+20112008000
2|1|+201525549037||1301174439446|0|1|-1|1|0||feel free to edit, update or remove|+20112008000
3|1|+201525549037||1301174444718|0|1|-1|1|0||call|+20112008000
4|1|+201525549037||1301174451708|0|1|-1|1|0||hi|+20112008000
5|1|+201525549037||1301174457434|0|1|-1|1|0||dinner|+20112008000
6|1|+201525549037||1301174472585|0|1|-1|1|0||shisha|+20112008000
7|1|+201525549037||1301174478090|0|1|-1|1|0||mom|+20112008000
8|1|+201525549037||1301174481390|0|1|-1|1|0||brother|+20112008000
9|1|+201525549037||1301174483540|0|1|-1|1|0||couch|+20112008000
10|1|+201525549037||1301174487523|0|1|-1|1|0||ful|+20112008000
11|1|+201525549037||1301174494421|0|1|-1|1|0||beer|+20112008000
12|1|+201525549037||1301174499805|0|1|-1|1|0||protest|+20112008000
13|1|+201525549037||1301174505774|0|1|-1|1|0||activist|+20112008000
14|1|+201525549037||1301174511814|0|1|-1|1|0||human rights|+20112008000
15|1|+201525549037||1301174519267|0|1|-1|1|0||freedom|+20112008000
16|1|+201525549037||1301174532679|0|1|-1|1|0||internet|+20112008000
17|1|+201525549037||1301174548064|0|1|-1|1|0||twitter|+20112008000
18|1|+201525549037||1301174551264|0|1|-1|1|0||facebook|+20112008000
19|1|+201525549037||1301174555101|0|1|-1|1|0||government|+20112008000
20|1|+201525549037||1301174565316|0|1|-1|1|0||corruption|+20112008000
21|1|+201525549037||1301174567695|0|1|-1|1|0||free speech|+20112008000
22|1|+201525549037||1301174570514|0|1|-1|1|0||El Baradei|+20112008000
23|1|+201525549037||1301174579974|0|1|-1|1|0||military council|+20112008000
24|1|+201525549037||1301174588677|0|1|-1|1|0||revolution|+20112008000
25|1|+201525549037||1301174590898|0|1|-1|1|0||constitution|+20112008000
26|1|+201525549037||1301174599165|0|1|-1|1|0||Muslim Brotherhood|+20112008000
27|1|+201525549037||1301174601408|0|1|-1|1|0||Salafis|+20112008000
28|1|+201525549037||1301174603180|0|1|-1|1|0||حتددفتح|+20112008000
29|1|+201525549037||1301174606153|0|1|-1|1|0||حجيككغدت|+20112008000
30|1|+201525549037||1301174607993|0|1|-1|1|0||ججحط|+20112008000
31|1|+201525549037||1301174615154|0|1|-1|1|0||ججيغغاسرفت|+20112008000
32|1|+201525549037||1301174620100|0|1|-1|1|0||ححغت|+20112008000
33|1|+201525549037||1301174625825|0|1|-1|1|0||بحي|+20112008000
34|1|+201525549037||1301174631986|0|1|-1|1|0||بعت|+20112008000
